AGENCY,UPLOADED ON,VALUE
Department of State,2/26/2025,78000
Department of State,2/26/2025,77775
Department of State,2/26/2025,77600
Department of State,2/26/2025,77082
Department of State,2/26/2025,77055
Department of State,2/26/2025,76641
Department of State,2/26/2025,75990
Department of State,2/26/2025,75729
Department of State,2/26/2025,75340
Department of State,2/26/2025,75267
Department of State,2/26/2025,75225
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,150000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,75000
Department of State,2/26/2025,74999
Department of State,2/26/2025,74992
Department of State,2/26/2025,74950
Department of State,2/26/2025,74949
Department of State,2/26/2025,74900
Department of State,2/26/2025,74827
Department of State,2/26/2025,74824
Department of State,2/26/2025,74818
Department of State,2/26/2025,74750
Department of State,2/26/2025,74641
Department of State,2/26/2025,74000
Department of State,2/26/2025,73800
Department of State,2/26/2025,73721
Department of State,2/26/2025,73598
Department of State,2/26/2025,73366
Department of State,2/26/2025,73140
Department of State,2/26/2025,73139
Department of State,2/26/2025,73113
Department of State,2/26/2025,73000
Department of State,2/26/2025,72900
Department of State,2/26/2025,71000
Department of State,2/26/2025,70000
Department of State,2/26/2025,70000
Department of State,2/26/2025,70000
Department of State,2/26/2025,70000
Department of State,2/26/2025,70000
Department of State,2/26/2025,70000
Department of State,2/26/2025,70000
Department of State,2/26/2025,121400
Department of State,2/26/2025,70000
Department of State,2/26/2025,69993
Department of State,2/26/2025,69949
Department of State,2/26/2025,69901
Department of State,2/26/2025,69584
Department of State,2/26/2025,69440
Department of State,2/26/2025,68937
Department of State,2/26/2025,68000
Department of State,2/26/2025,67700
Department of State,2/26/2025,67183
Department of State,2/26/2025,67058
Department of State,2/26/2025,67000
Department of State,2/26/2025,66926
Department of State,2/26/2025,100000
Department of State,2/26/2025,66217
Department of State,2/26/2025,66100
Department of State,2/26/2025,65560
Department of State,2/26/2025,65542
Department of State,2/26/2025,65220
Department of State,2/26/2025,85397
Department of State,2/26/2025,65000
Department of State,2/26/2025,65000
Department of State,2/26/2025,65000
Department of State,2/26/2025,65000
Department of State,2/26/2025,65000
Department of State,2/26/2025,65000
Department of State,2/26/2025,64973
Department of State,2/26/2025,64951
Department of State,2/26/2025,64935
Department of State,2/26/2025,64730
Department of State,2/26/2025,64635
Department of State,2/26/2025,64520
Department of State,2/26/2025,64475
Department of State,2/26/2025,64448
Department of State,2/26/2025,64159
Department of State,2/26/2025,64000
Department of State,2/26/2025,63618
Department of State,2/26/2025,63540
Department of State,2/26/2025,63250
Department of State,2/26/2025,63000
Department of State,2/26/2025,63000
Department of State,2/26/2025,62896
Department of State,2/26/2025,62700
Department of State,2/26/2025,62600
Department of State,2/26/2025,62200
Department of State,2/26/2025,62000
Department of State,2/26/2025,62000
Department of State,2/26/2025,61000
Department of State,2/26/2025,61000
Department of State,2/26/2025,60716
Department of State,2/26/2025,60314
Department of State,2/26/2025,60300
Department of State,2/26/2025,60000
Department of State,2/26/2025,60000
Department of State,2/26/2025,60000
Department of State,2/26/2025,60000
Department of State,2/26/2025,60000
Department of State,2/26/2025,60000
Department of State,2/26/2025,60000
Department of State,2/26/2025,60000
Department of State,2/26/2025,60000
Department of State,2/26/2025,38000
Department of State,2/26/2025,59979
Department of State,2/26/2025,59942
Department of State,2/26/2025,59610
Department of State,2/26/2025,59500
Department of State,2/26/2025,59000
Department of State,2/26/2025,80000
Department of State,2/26/2025,58000
Department of State,2/26/2025,57980
Department of State,2/26/2025,57900
Department of State,2/26/2025,57607
Department of State,2/26/2025,57372
Department of State,2/26/2025,57364
Department of State,2/26/2025,57198
Department of State,2/26/2025,57167
Department of State,2/26/2025,57000
Department of State,2/26/2025,57000
Department of State,2/26/2025,56730
Department of State,2/26/2025,56605
Department of State,2/26/2025,56232
Department of State,2/26/2025,56121
Department of State,2/26/2025,56000
Department of State,2/26/2025,55626
Department of State,2/26/2025,55504
Department of State,2/26/2025,55000
Department of State,2/26/2025,55000
Department of State,2/26/2025,55000
Department of State,2/26/2025,55000
Department of State,2/26/2025,54965
Department of State,2/26/2025,54950
Department of State,2/26/2025,54862
Department of State,2/26/2025,54700
Department of State,2/26/2025,54560
Department of State,2/26/2025,54505
Department of State,2/26/2025,54290
Department of State,2/26/2025,54034
Department of State,2/26/2025,54000
Department of State,2/26/2025,54000
Department of State,2/26/2025,53048
Department of State,2/26/2025,52500
Department of State,2/26/2025,52470
Department of State,2/26/2025,52200
Department of State,2/26/2025,52000
Department of State,2/26/2025,52000
Department of State,2/26/2025,52000
Department of State,2/26/2025,51476
Department of State,2/26/2025,51000
Department of State,2/26/2025,50858
Department of State,2/26/2025,50682
Department of State,2/26/2025,2940049
Department of State,2/26/2025,50220
Department of State,2/26/2025,2890945
Department of State,2/26/2025,50027
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,75000
Department of State,2/26/2025,70000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,2565224
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,50000
Department of State,2/26/2025,49999
Department of State,2/26/2025,49998
Department of State,2/26/2025,49994
Department of State,2/26/2025,49990
Department of State,2/26/2025,49984
Department of State,2/26/2025,49960
Department of State,2/26/2025,49935
Department of State,2/26/2025,49930
Department of State,2/26/2025,49929
Department of State,2/26/2025,49923
Department of State,2/26/2025,49850
Department of State,2/26/2025,49797
Department of State,2/26/2025,49740
Department of State,2/26/2025,49710
Department of State,2/26/2025,49600
Department of State,2/26/2025,49575
Department of State,2/26/2025,49470
Department of State,2/26/2025,49348
Department of State,2/26/2025,49250
Department of State,2/26/2025,49223
Department of State,2/26/2025,49200
Department of State,2/26/2025,49096
Department of State,2/26/2025,49088
Department of State,2/26/2025,49044
Department of State,2/26/2025,49000
Department of State,2/26/2025,49000
Department of State,2/26/2025,49000
Department of State,2/26/2025,48985
Department of State,2/26/2025,13700
Department of State,2/26/2025,48860
Department of State,2/26/2025,48850
Department of State,2/26/2025,48711
Department of State,2/26/2025,48700
Department of State,2/26/2025,48558
Department of State,2/26/2025,48488
Department of State,2/26/2025,48430
Department of State,2/26/2025,48400
Department of State,2/26/2025,48370
Department of State,2/26/2025,48125
Department of State,2/26/2025,48100
Department of State,2/26/2025,48000
Department of State,2/26/2025,47600
Department of State,2/26/2025,47500
Department of State,2/26/2025,47500
Department of State,2/26/2025,47460
Department of State,2/26/2025,47060
Department of State,2/26/2025,46933
Department of State,2/26/2025,46850
Department of State,2/26/2025,46845
Department of State,2/26/2025,46587
Department of State,2/26/2025,46478
Department of State,2/26/2025,46200
Department of State,2/26/2025,46200
Department of State,2/26/2025,46110
Department of State,2/26/2025,46068
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
Department of State,2/26/2025,46012
